0.007331506	0.003147289	0.834222388	0.998723889
0.006978659	0.003563624	0.909850506	0.998430331
0.007243912	0.003047733	0.825870617	0.999066137
0.007016729	0.003214562	0.861794425	0.994198849
0.00669701	0.003664972	0.941900381	0.999166059
0.007020065	0.003152779	0.853269634	0.999235781
0.006924899	0.003242016	0.871186188	0.999048736
0.006979152	0.003158285	0.856513956	0.99834456
0.00695891	0.00315155	0.856843654	0.998952981
0.007045074	0.00300804	0.8319728	0.999061142
0.006907529	0.00317422	0.863112242	0.999384389
0.006770006	0.003333984	0.8935057	0.998639711
0.006900329	0.003145388	0.859631529	0.997563959
0.00694797	0.003071052	0.846495646	0.997871751
0.006806181	0.00326701	0.882132064	0.999348898
0.006830968	0.003227429	0.875179919	0.999089658
0.006911118	0.003111647	0.85434072	0.998693253
0.006892534	0.003136682	0.858926376	0.999202033
0.006793627	0.003261246	0.882167393	0.999364415
0.006918465	0.003075469	0.848908647	0.999302487
0.007007885	0.002951884	0.826354229	0.998229946
0.006780389	0.003226921	0.878368941	0.99849094
0.006882685	0.003076767	0.851291764	0.997538024
0.007261095	0.002609775	0.763326986	0.999090996
0.007474432	0.002386889	0.719510457	0.994950284
0.006629811	0.003418781	0.91431363	0.998955589
0.006804053	0.003158611	0.867509669	0.999237008
0.006922531	0.002990698	0.836881394	0.99897767
0.006955411	0.002944773	0.828465935	0.998719784
0.007041108	0.002830886	0.807329459	0.999515303
0.006716811	0.003258989	0.886890554	0.997846613
0.00700351	0.002874555	0.815713278	0.999480554
0.007064502	0.002798279	0.801336382	0.998842773
0.006778015	0.003152845	0.868380709	0.998846794
0.006683582	0.003276669	0.891500859	0.999253193
0.006654394	0.003315826	0.898776569	0.999221466
0.0066316	0.003349716	0.904909174	0.997782541
0.006650945	0.003316218	0.899062659	0.998056765
0.007212236	0.002598872	0.764306531	0.997778814
0.007006752	0.002832168	0.809489514	0.998764533
0.006745324	0.003173206	0.873288673	0.998879798
0.006735449	0.003184598	0.875495969	0.998585347
0.007373438	0.002426053	0.730340347	0.996815403
0.006990948	0.002838822	0.811355498	0.998697011
0.006933347	0.002909259	0.824764265	0.998971432
0.006775904	0.003106541	0.862114638	0.998417873
0.00687552	0.002964975	0.836118613	0.999401225
0.006914025	0.002914808	0.826703157	0.998635954
0.006863577	0.002976782	0.838510191	0.999538373
0.00685191	0.002988674	0.840898506	0.998896821
0.006844939	0.002996515	0.842429496	0.998572412
0.006902816	0.002921047	0.828259093	0.999670452
0.006759243	0.00310789	0.86336399	0.999029442
0.006724978	0.003147053	0.870997175	0.998621278
0.006846785	0.002979295	0.839892203	0.999061903
0.006839117	0.002986188	0.841334475	0.998979202
0.006848062	0.002972113	0.838800941	0.998661291
0.006768286	0.00307693	0.858478807	0.9990337
0.00677818	0.003052717	0.854470079	0.999120486
0.006936777	0.002842471	0.815040719	0.999221913
0.006810774	0.002994125	0.844202902	0.99898737
0.006804317	0.003001917	0.845701683	0.999285467
0.006790737	0.003019962	0.849087441	0.999099038
0.006920149	0.002852456	0.817451295	0.998781044
0.006969046	0.002783756	0.804709378	0.999217682
0.006888192	0.002882408	0.823635852	0.99956916
0.00668854	0.003141747	0.872629764	0.996644368
0.007212031	0.002504991	0.750385418	0.996532141
0.006881589	0.002870063	0.822264408	0.999338006
0.00684531	0.00291469	0.830825292	0.999203884
0.006585037	0.003272537	0.897580242	0.999312465
0.006546663	0.003327167	0.907689816	0.998423911
0.006800209	0.002960563	0.840109976	0.998699087
0.006713199	0.00307699	0.862002186	0.999224026
0.006867213	0.002871066	0.82326839	0.998966867
0.006804042	0.002951598	0.83860074	0.998455917
0.006704642	0.003084267	0.863571584	0.998905089
0.006750114	0.003016833	0.851197267	0.998001409
0.006651419	0.003151785	0.876458224	0.998252833
0.007023724	0.002674566	0.785693388	0.997432131
0.00670393	0.003071937	0.861889394	0.999493233
0.006904893	0.002808882	0.81207918	0.999116914
0.00665532	0.00313021	0.873197353	0.999213067
0.006837606	0.002885601	0.827134659	0.998658083
0.006722801	0.003034312	0.855391863	0.998889334
0.006364564	0.003573241	0.954018762	0.999009917
0.006878366	0.002830133	0.816715741	0.9977699
0.006813135	0.002905675	0.831495868	0.998412327
0.006772337	0.002955279	0.841085458	0.998740978
0.006815246	0.002899108	0.830427198	0.999637011
0.006778598	0.002945848	0.839354409	0.998953052
0.006797608	0.002920141	0.834514712	0.998956688
0.006624652	0.003148775	0.877807695	0.998562178
0.006789457	0.00292376	0.835532645	0.998156772
0.006715841	0.003020233	0.853847189	0.998978601
0.007121352	0.002530662	0.759007355	0.999220922
0.006692874	0.003048481	0.859301388	0.999386727
0.00656822	0.003223218	0.891930741	0.998153785
0.006902589	0.002776965	0.807586968	0.998753033
0.006714127	0.003007791	0.852195437	0.999465189
0.006708406	0.003012584	0.853237706	0.999037863
0.007064506	0.002578196	0.769178593	0.998049369
0.00670024	0.003021425	0.855009387	0.998253339
0.00699851	0.002647671	0.783139883	0.99914592
0.006344265	0.003545182	0.951784642	0.998825651
0.006946879	0.002698359	0.793533229	0.999198547
0.006539718	0.003233803	0.895338718	0.998511968
0.00705578	0.002571003	0.768579735	0.998604963
0.00688012	0.002766344	0.807356266	0.998819588
0.006753421	0.002924453	0.83785815	0.998390229
0.006716444	0.00297195	0.846956707	0.999129255
0.006731478	0.002951196	0.843051148	0.998499238
0.006616005	0.003107876	0.87265801	0.998607762
0.006966938	0.002660694	0.786840358	0.999103524
0.006757379	0.002914941	0.83624941	0.998693823
0.006676356	0.003015483	0.855694693	0.998892294
