3.65	5	2.92	5	2.35
3.65	5	2.92	5	2.64
3.63	5	2.92	5	2.64
3.63	5	2.92	5	2.35
3.63	5	2.92	5	2.64
3.63	5	2.92	5	2.63
3.63	5	2.92	3.03	2.35
3.63	5	2.92	5	2.63
3.64	5	2.92	3.03	2.62
3.64	5	2.92	5	2.35
3.67	5	2.92	5	2.61
3.68	5	2.93	5	2.61
3.68	5	2.93	5	2.61
3.67	5	2.93	5	2.32
3.66	2.95	2.93	5	2.33
3.66	2.95	2.93	5	2.98
3.66	2.96	2.93	2.96	2.98
3.66	2.95	2.93	2.95	3
3.66	2.96	2.93	2.95	2.99
3.66	2.95	2.93	2.94	2.99
3.67	2.94	2.93	2.95	2.98
3.66	2.94	2.93	2.94	3
3.66	2.95	2.93	2.94	3
3.66	2.95	2.94	2.95	2.97
3.66	2.96	2.94	2.94	2.63
3.66	2.95	2.94	2.94	2.96
3.66	2.95	2.94	2.94	2.63
3.67	2.95	2.94	2.94	2.63
3.67	2.95	2.94	2.94	2.63
3.67	2.96	2.94	2.94	2.63
3.67	2.95	2.94	2.94	2.63
3.67	2.95	2.94	2.94	2.63
3.67	2.95	2.94	2.94	2.96
3.67	2.96	2.94	2.94	2.96
3.67	2.96	2.94	2.94	3.47
3.68	2.96	2.94	2.94	3.05
3.68	2.96	2.94	2.94	3.74
3.69	5	2.94	2.94	2.96
3.7	2.97	2.95	2.94	2.99
3.7	5	2.95	2.94	2.6
3.71	5	2.95	2.94	2.59
3.71	5	2.95	2.94	2.58
3.72	5	2.95	2.94	2.58
3.73	3.76	2.95	2.94	1.66
3.73	3.78	2.95	2.94	2.96
3.74	3.79	2.96	2.94	2.95
3	3.79	2.96	2.94	2.96
3	3.77	2.97	2.94	2.95
3	3.77	5	2.94	2.95
3	3.77	5	2.94	2.95
3.77	3.77	5	2.94	2.96
3.78	3.77	5	2.94	3.67
3.79	3.78	5	2.94	5
3.83	3.79	2.96	2.94	5
5	3.79	5	2.94	5
5	3.8	2.95	2.94	5
5	3.83	2.96	2.94	5
5	3.81	5	2.94	5
5	3.81	5	2.94	2.96
5	3.81	5	2.94	2.9
5	3.82	5	5	2.95
5	3.82	5	2.94	2.94
5	3.83	5	2.94	2.93
5	3.83	5	2.94	2.93
5	3.84	5	2.94	2.93
5	3.84	5	2.94	2.93
5	3.84	5	2.94	2.93
0.83	3.85	5	2.93	2.92
0.85	3.85	5	2.93	2.92
5	3.86	5	2.94	2.91
0.86	3.87	5	5	2.91
0.88	3.87	2.94	5	2.91
0.9	3.88	5	2.92	2.9
5	3.88	5	5	2.9
4.64	3.89	5	2.91	2.89
4.64	3.9	5	2.91	2.88
4.64	3.9	5	2.9	2.88
4.64	3.91	5	2.89	2.87
4.64	3.92	5	2.88	2.86
4.64	3.93	5	2.88	2.86
4.64	3.93	5	2.88	2.85
4.64	3.94	5	2.87	2.84
4.65	3.95	5	2.85	2.84
4.65	3.96	5	2.85	2.83
4.65	3.97	5	2.85	2.82
5	3.97	5	2.84	2.81
5	3.98	5	2.84	2.81
5	3.99	5	2.83	2.8
5	4	5	2.82	2.79
4.66	4	5	5	2.79
4.66	4.01	5	5	2.78
4.67	4.02	5	5	2.77
4.67	4.02	5	5	2.76
4.66	4.03	5	2.78	2.76
4.67	4.08	5	2.78	2.75
4.67	4.1	5	2.77	2.74
4.67	4.09	5	2.77	2.74
4.68	4.09	5	5	2.73
4.68	4.09	5	5	2.73
4.68	4.1	5	5	2.73
5	4.89	5	5	2.73
1.34	4.1	5	5	2.73
1.34	4.1	5	5	2.73
1.34	4.9	5	5	2.73
1.34	4.89	5	5	2.73
1.33	4.89	5	5	2.73
1.33	4.9	4.77	5	2.73
1.34	4.9	4.76	5	2.73
1.33	4.89	4.76	5	2.74
1.33	4.09	4.77	5	2.74
1.33	4.89	4.76	5	2.74
1.33	1.35	4.09	5	2.75
1.33	1.35	4.1	5	2.83
1.33	1.35	4.77	5	2.83
1.33	4.69	4.11	5	2.83
1.33	4.7	4.12	5	2.83
1.33	4.7	4.11	5	2.85
1.36	4.7	4.11	4.79	2.76
1.37	1.35	4.11	4.77	5
1.33	1.35	4.1	4.77	5
1.33	1.35	4.15	4.1	5
1.33	1.35	1.37	4.11	5
1.33	1.34	1.37	4.15	5
1.33	1.34	4.71	4.12	5
1.33	1.34	1.36	4.12	5
1.34	1.35	1.37	4.14	5
1.28	1.3	4.71	4.91	4.79
1.34	1.35	5	5	1.42
1.35	1.35	5	4.91	1.42
1.38	1.35	1.36	4.91	1.41
5	1.35	1.36	5	1.41
1.36	1.35	1.36	4.72	1.41
1.36	1.35	1.36	4.74	1.4
1.28	1.35	1.36	4.73	1.41
1.36	1.35	1.46	4.73	1.4
1.36	1.36	1.47	4.73	1.4
1.37	1.36	1.37	4.73	1.41
1.36	1.35	1.37	4.73	1.41
1.36	1.35	1.36	5	1.41
1.36	1.36	1.37	5	1.42
1.37	1.36	1.37	5	1.41
1.29	1.36	1.38	5	1.41
1.3	1.37	1.38	5	1.41
1.31	1.37	1.42	5	1.43
1.32	1.38	1.39	5	1.43
1.33	1.39	1.41	5	4.09
1.35	1.39	1.42	5	4.08
1.36	1.4	1.43	5	4.07
1.38	1.4	1.45	5	4.07
1.4	1.41	2.28	5	4.06
1.41	1.42	2.27	5	4.05
1.43	1.43	2.28	5	4.04
1.44	1.43	2.29	5	4.04
1.47	1.44	2.28	5	4.03
1.48	1.45	3.12	5	4.02
1.5	1.45	3.12	5	4.01
1.52	1.46	5	5	4.01
1.54	1.47	4.52	5	4
1.56	1.53	3.1	5	3.99
1.57	1.54	4.51	5	3.99
1.59	1.55	4.5	5	3.98
1.61	1.56	4.49	5	3.97
1.63	1.56	5	5	3.97
1.65	1.57	4.47	5	3.96
1.66	1.58	4.46	5	3.96
1.68	3.12	4.45	5	3.95
1.69	3.11	4.44	5	5
1.7	1.61	4.44	5	5
1.72	2.37	4.43	5	5
1.73	3.13	5	5	5
1.76	2.37	4.42	5	5
1.77	3.14	4.42	5	3.95
1.78	3.16	4.4	5	4
5	2.4	4.39	4.6	3.94
1.67	2.4	4.39	4.59	3.98
