24.94	24.75	24.56	25.38	121	34	53	40
24.94	24.75	24.56	25.44	121	33	53	40
25	24.75	24.5	25.44	121	34	53	40
25	24.75	24.56	25.44	121	34	53	40
25	24.75	24.56	25.44	121	34	54	40
25	24.81	24.56	25.44	121	34	54	40
25	24.75	24.56	25.44	120	34	54	40
25	24.81	24.56	25.44	121	34	54	41
25	24.81	24.56	25.5	122	35	56	43
25	24.81	24.56	25.5	101	34	57	43
25.06	24.81	24.56	25.44	122	35	57	43
25.06	24.81	24.56	25.5	123	35	57	44
25.06	24.88	24.63	25.5	123	35	57	43
25.06	24.81	24.63	25.56	123	35	57	44
25.06	24.88	24.63	25.56	123	35	58	44
25.06	24.88	24.63	25.56	123	35	58	44
25.06	24.88	24.63	25.56	122	35	58	44
25.06	24.81	24.63	25.56	122	35	57	44
25.06	24.81	24.63	25.56	123	35	58	44
25.06	24.88	24.63	25.5	123	35	58	45
25.13	24.88	24.63	25.5	123	35	58	44
25.06	24.88	24.63	25.56	123	35	57	44
25.13	24.88	24.63	25.56	123	35	58	45
25.13	24.88	24.63	25.56	123	35	58	45
25.13	24.88	24.63	25.5	124	35	59	45
25.13	24.88	24.69	25.5	123	35	58	45
25.13	24.88	24.69	25.5	123	35	59	44
25.13	24.88	24.69	25.56	123	35	58	44
25.13	24.88	24.69	25.56	123	35	58	44
25.13	24.88	24.69	25.56	123	35	58	45
25.19	24.88	24.69	25.56	123	35	58	44
25.19	24.88	24.69	25.56	123	35	58	45
25.19	24.88	24.69	25.56	123	35	58	44
25.19	24.88	24.69	25.56	123	35	58	44
25.19	24.88	24.69	25.69	122	35	59	44
25.19	24.88	24.69	25.63	122	35	58	44
25.19	24.88	24.69	25.63	123	35	57	44
25.19	24.94	24.69	25.56	123	35	58	44
25.19	24.88	24.69	25.56	123	35	58	44
25.19	24.94	24.69	25.56	123	35	57	43
25.19	24.94	24.75	25.56	123	35	57	44
25.19	24.94	24.69	25.63	123	35	59	45
25.19	24.94	24.75	25.63	123	36	59	45
25.19	24.94	24.69	25.63	123	35	59	45
25.19	24.88	24.69	25.63	123	35	59	45
25.19	24.94	24.75	25.63	124	35	60	46
25.19	24.94	24.75	25.63	124	36	61	47
25.25	24.94	24.75	25.63	124	36	61	46
25.25	24.94	24.75	25.63	124	36	61	46
25.25	24.94	24.75	25.56	124	36	60	46
25.25	24.94	24.75	25.69	123	35	59	45
25.25	24.94	24.75	25.63	123	35	59	45
25.25	24.94	24.75	25.63	124	36	60	46
25.25	24.94	24.75	25.63	123	35	60	45
25.25	24.94	24.75	25.69	123	35	60	45
25.25	24.94	24.75	25.69	123	35	60	45
25.25	24.94	24.81	25.63	123	35	59	45
25.25	24.94	24.75	25.63	123	35	60	45
25.25	24.94	24.75	25.56	123	35	59	45
25.25	25	24.81	25.63	123	35	59	45
25.25	24.94	24.81	25.69	124	36	61	47
25.25	25	24.81	25.69	124	36	62	47
25.25	25	24.81	25.63	124	36	61	46
25.25	25	24.81	25.69	123	36	60	45
25.31	25	24.81	25.69	123	35	60	46
25.31	25	24.81	25.63	123	35	60	45
25.31	25	24.81	25.63	124	36	60	45
25.31	25	24.81	25.69	124	35	60	45
25.31	25	24.81	25.75	124	36	60	46
25.31	25	24.81	25.75	124	36	63	48
25.31	25	24.81	25.75	124	37	64	49
25.31	25	24.81	25.69	124	37	65	49
25.31	25	24.81	25.75	123	37	64	49
25.31	25.25	24.88	25.75	123	31	61	46
25.31	25.63	24.81	25.75	124	29	62	46
25.38	25.44	24.81	25.69	150	187	63	49
25.38	25.44	24.81	25.75	153	216	63	49
25.38	25.44	24.88	25.75	155	234	63	49
25.38	25.44	24.81	25.75	156	239	64	50
25.38	25.38	24.81	25.81	157	241	67	53
25.38	25.38	24.88	25.81	157	242	68	54
25.38	25.44	24.81	25.81	157	242	69	54
25.38	25.44	24.88	25.69	158	243	70	54
25.38	25.44	24.81	25.81	157	242	67	53
25.38	25.31	24.88	25.75	157	242	68	53
25.38	25.38	24.88	25.75	157	241	68	53
25.38	25.38	24.88	25.75	157	241	68	53
25.38	25.44	24.88	25.75	157	240	69	54
25.44	25.44	24.88	25.75	157	240	70	54
25.44	25.38	24.88	25.81	157	239	70	54
25.44	25.38	24.88	25.81	156	239	70	54
25.44	25.44	24.88	25.81	157	239	70	54
25.44	25.5	24.88	25.75	155	236	70	53
25.44	25.56	24.88	25.75	155	236	68	53
25.44	25.5	24.88	25.75	155	237	69	54
25.44	25.56	24.94	25.75	155	236	69	54
25.44	25.56	24.94	25.81	155	236	70	54
25.44	25.56	24.94	25.75	155	237	71	55
25.5	25.56	24.88	25.81	155	237	71	55
25.5	25.56	24.88	25.81	155	235	72	54
25.44	25.56	24.94	25.88	155	236	71	54
25.44	25.56	24.94	25.81	155	235	71	54
25.5	25.56	24.94	25.81	155	235	70	54
25.5	25.56	24.94	25.75	155	234	70	54
25.44	25.63	24.94	25.81	155	234	70	54
25.5	25.63	24.94	25.81	155	235	71	55
25.5	25.63	24.94	25.88	155	235	72	55
25.5	25.63	24.94	25.81	155	235	71	55
25.5	25.63	24.94	25.81	155	234	73	56
25.5	25.56	24.94	25.81	155	234	72	55
25.5	25.63	24.94	25.81	155	235	73	56
25.5	25.63	24.94	25.81	155	234	73	56
25.56	25.63	24.94	25.81	155	234	73	56
25.56	25.69	25	25.94	155	234	74	56
25.56	25.69	25	25.81	155	233	73	56
25.5	25.69	24.94	25.81	155	233	73	56
25.56	25.69	25	25.81	155	233	73	56
25.56	25.69	25	25.81	155	233	74	56
25.56	25.69	25	25.81	155	233	74	57
25.56	25.75	25	25.81	155	233	74	57
25.56	25.75	25	25.81	155	233	75	57
25.56	25.75	25	25.88	155	232	74	57
25.56	25.69	25	25.88	155	233	74	56
25.56	25.75	25	25.88	155	233	74	56
25.56	25.69	25	25.88	155	232	75	58
25.56	25.75	25	25.94	155	232	75	58
25.56	25.75	25	25.88	155	232	75	58
25.56	25.69	25	25.94	151	232	75	58
25.56	25.94	25	25.94	155	239	75	58
25.56	26.38	25	25.94	156	243	75	58
25.56	26.81	25	25.94	155	242	75	57
25.56	26.81	25.06	25.88	155	242	75	56
25.56	27	25	25.94	155	238	74	57
25.56	26.94	25.06	26	155	243	73	56
25.56	27.19	25.06	25.88	156	243	71	57
25.56	27.25	25	25.94	156	243	74	58
25.56	27.44	25.06	26	156	244	75	58
25.56	27.5	25.06	26	157	244	75	58
25.56	27.56	25.06	26	157	244	75	58
25.56	27.75	25.06	26	156	244	75	58
25.56	27.94	25.06	25.94	157	244	75	59
25.56	27.69	25.06	26.06	157	244	77	59
25.56	27.5	25.06	26	157	244	76	59
25.56	27.44	25.06	26.06	156	244	75	59
25.56	27.56	25.06	26	157	244	76	59
25.56	27.38	25.06	25.94	157	244	77	59
25.63	27.31	25.06	25.94	157	244	76	59
25.63	27.31	25.06	25.94	157	244	76	59
25.63	27.38	25.06	25.94	157	244	76	59
25.63	27.38	25.13	25.94	157	244	77	59
25.63	27.44	25.06	25.94	157	244	76	59
25.63	27.38	25.06	25.94	157	244	78	60
25.63	27.44	25.06	25.94	157	245	79	60
25.63	27.56	25.06	25.94	156	244	79	60
25.63	27.5	25.06	25.94	156	244	79	60
25.69	27.56	25.06	25.88	157	244	79	60
25.63	27.5	25.06	25.94	157	243	80	61
25.63	27.56	25.06	25.94	156	244	80	60
25.63	27.63	25.13	26	156	244	78	60
25.63	27.63	25.13	25.94	157	244	79	60
25.63	27.81	25.13	26	157	244	78	59
25.63	28	25.13	26	156	241	77	59
25.69	28.19	25.13	26	156	240	76	59
25.69	28.13	25.13	25.94	156	244	77	59
25.69	28.06	25.13	26	156	243	77	59
25.69	27.88	25.13	26	156	240	79	60
25.69	27.81	25.13	26	156	241	79	60
25.69	27.75	25.13	26	155	239	79	59
25.69	27.94	25.13	26.06	155	242	77	60
25.63	28	25.13	26.06	156	243	78	60
25.69	28.19	25.13	26.06	156	243	79	61
25.69	28.13	25.13	26.06	157	244	80	61
25.69	28.13	25.13	26.06	156	244	80	62
25.69	28.19	25.13	26.06	155	243	80	59
25.69	28.19	25.13	26.06	155	242	78	59
25.69	28.13	25.13	26.06	155	242	77	60
25.69	28	25.19	26.06	156	244	80	61
25.69	28.13	25.13	26	156	244	81	63
25.69	28.13	25.13	26	157	244	82	63
25.69	28.31	25.13	26	156	243	81	63
25.69	28.31	25.19	26	157	244	81	62
25.69	28.38	25.13	26.06	157	244	80	62
25.69	28.5	25.19	26.06	156	244	80	61
25.69	28.5	25.19	26	156	244	80	61
25.69	28.5	25.19	26.06	156	243	80	60
25.69	28.44	25.19	26	155	242	79	60
25.75	28.38	25.19	26.06	155	242	78	60
25.69	28.25	25.19	26	156	242	79	62
25.69	28.44	25.19	26	156	244	81	62
25.69	28.38	25.19	26.06	156	243	80	61
25.69	28.38	25.19	26	155	242	190	60
25.69	28.44	25.19	26	156	244	190	64
25.75	28.56	25.19	26.06	158	245	205	65
25.75	28.56	25.25	26.06	159	246	214	66
25.75	28.63	25.25	26.06	159	246	220	63
25.75	28.56	25.31	26.06	159	244	224	65
25.75	28.44	25.31	26.06	159	247	224	64
25.75	28.31	25.31	26	158	244	222	65
25.75	28.5	25.31	26.06	158	244	217	65
25.81	28.69	25.31	26.13	159	245	217	65
25.75	28.69	25.31	26.06	159	245	216	65
25.75	28.63	25.31	26.06	160	244	216	65
25.81	28.81	25.31	26.06	160	244	223	67
25.81	28.75	25.31	26.06	160	244	225	68
25.81	28.88	25.31	26.06	160	244	224	67
25.81	28.81	25.38	26.06	160	244	224	67
25.81	28.81	25.38	26.13	160	243	215	66
25.81	28.94	25.38	26.13	160	243	223	65
25.81	28.94	25.31	26.13	160	243	222	66
25.81	28.94	25.38	26.13	159	243	222	66
25.81	29	25.38	26.06	159	243	224	67
25.81	28.94	25.38	26.06	160	244	223	67
25.81	28.94	25.38	26.06	160	244	223	67
